Tracking_ID,Warehouse_Zone,Mode_of_Shipment,Customer_Inquiries,Customer_Score,Product_Cost_SAR,Previous_Orders,Product_Priority,Gender,Discount_offered,Product_Weight_g,is_delayed
25DAC95B8F59,North_Hub,Ground_Freight,3,1,941.25,3,medium,M,42,3698,1
887751BBE18D,North_Hub,Standard_Sea,3,1,618.75,3,low,M,10,5823,0
454DF0B79932,South_Hub,Premium_Air,4,1,648.75,5,low,F,5,5049,1
88500E2A216A,East_Hub,Standard_Sea,6,3,581.25,2,medium,F,1,4182,1
DF139C403530,Central_Port,Standard_Sea,6,1,600.0,5,medium,M,8,5982,0
44AB142B5171,Central_Port,Premium_Air,5,3,663.75,4,medium,M,60,1159,1
C7FF80D080CC,South_Hub,Standard_Sea,4,5,577.5,3,medium,F,9,5489,1
1F594DA9B409,North_Hub,Standard_Sea,4,4,840.0,3,high,M,60,3145,1
A73060AFB61E,Central_Port,Standard_Sea,3,1,547.5,3,medium,M,16,1714,1
67808345C03F,Central_Port,Standard_Sea,5,2,911.25,6,medium,M,7,1752,0
D5C4F67A138C,South_Hub,Ground_Freight,3,5,678.75,3,medium,M,9,4191,0
1EF96E7E96BE,East_Hub,Ground_Freight,4,1,663.75,2,high,F,7,5599,1
905DAF4B6CCC,East_Hub,Standard_Sea,6,3,1113.75,4,medium,M,2,1954,0
3ED19A69835A,West_Hub,Ground_Freight,7,1,1076.25,4,low,M,1,1660,0
3346F2BBF6C3,East_Hub,Standard_Sea,3,1,892.5,3,low,M,17,2624,1
DFF81563DDFE,East_Hub,Standard_Sea,3,3,802.5,3,medium,M,3,4056,1
D0A1A4303127,Central_Port,Standard_Sea,2,1,701.25,3,medium,F,3,5922,0
449CAC0B61BF,Central_Port,Ground_Freight,3,3,791.25,3,high,F,4,4354,1
CE3A45A88E0A,East_Hub,Premium_Air,3,1,536.25,4,low,M,6,5474,0
1787881C10BF,South_Hub,Ground_Freight,4,1,806.25,3,low,M,9,4551,0
6CF69CE9E7AC,South_Hub,Ground_Freight,5,4,933.75,3,high,F,2,4397,1
73119072CEBE,West_Hub,Ground_Freight,7,5,937.5,4,low,F,2,1296,0
346D9762550E,Central_Port,Standard_Sea,6,5,1140.0,4,low,F,6,1864,1
567C38161A12,South_Hub,Standard_Sea,4,1,543.75,3,low,M,3,5618,1
819A8EF31663,West_Hub,Standard_Sea,3,3,600.0,4,medium,F,7,5147,0
5876CDB8B0DA,West_Hub,Standard_Sea,7,5,956.25,4,low,F,9,1367,0
90F84ECC4CCA,West_Hub,Premium_Air,2,2,558.75,3,low,F,4,4819,1
28DE56DB50A1,West_Hub,Standard_Sea,4,2,825.0,3,low,M,3,5020,0
6C658EE83FB7,East_Hub,Ground_Freight,4,3,656.25,2,low,M,25,1816,1
8CDF4BDA2711,North_Hub,Standard_Sea,3,5,810.0,3,high,F,2,4242,0
E7BB14F4C55E,North_Hub,Standard_Sea,4,2,956.25,5,low,F,7,1378,0
28D0EFC8E184,West_Hub,Ground_Freight,4,2,956.25,5,low,M,1,1353,1
02C0B7BCC4D2,South_Hub,Premium_Air,3,5,607.5,3,medium,M,1,4480,0
A629A6D8F3FA,West_Hub,Standard_Sea,6,5,1042.5,5,medium,F,2,4361,1
64F363361A0A,North_Hub,Standard_Sea,3,5,577.5,3,high,F,2,4219,0
C49EB5E7BB09,North_Hub,Premium_Air,5,5,693.75,5,low,M,5,4078,0
89D6AAC5E0B9,East_Hub,Standard_Sea,2,2,821.25,2,medium,M,8,4518,0
1EB2CF2FAEC2,Central_Port,Standard_Sea,4,3,633.75,2,high,M,7,4032,1
EA415BF50EB6,Central_Port,Standard_Sea,4,2,806.25,3,medium,F,48,2953,1
249298388B45,West_Hub,Standard_Sea,6,1,1035.0,2,low,M,10,5108,0
04DB56EA3DF5,Central_Port,Ground_Freight,5,2,960.0,3,medium,M,6,5604,1
0038263CC90D,North_Hub,Standard_Sea,4,1,720.0,3,low,F,15,3460,1
C70C37A61333,East_Hub,Standard_Sea,5,5,952.5,5,low,F,2,4426,0
2F5499EF14AE,Central_Port,Premium_Air,6,1,937.5,4,low,F,2,1783,1
30C6570A99D5,North_Hub,Standard_Sea,4,3,555.0,4,low,F,1,4243,0
766AF62A6275,North_Hub,Standard_Sea,2,3,1027.5,4,medium,F,10,4798,1
2E7DFF63EE8D,North_Hub,Ground_Freight,4,2,873.75,7,medium,F,5,5361,0
B35B03AC338D,West_Hub,Standard_Sea,2,1,855.0,3,high,F,1,5500,1
4C9DE6A55589,West_Hub,Standard_Sea,6,2,1008.75,4,low,M,6,1073,0
329CC1A2B077,West_Hub,Standard_Sea,3,1,705.0,4,medium,F,8,5884,1
DFDB05A4803E,East_Hub,Ground_Freight,4,2,532.5,3,low,M,2,4790,1
2F216E1C81EB,Central_Port,Ground_Freight,3,4,750.0,3,low,F,7,5400,0
24DC9BEBEA86,Central_Port,Premium_Air,4,1,1008.75,3,low,F,3,4409,1
4EC9599FC203,Central_Port,Standard_Sea,5,5,851.25,3,medium,M,36,3952,1
7768E375A15E,Central_Port,Ground_Freight,4,3,997.5,3,low,M,9,5621,1
6AF1F692E949,Central_Port,Standard_Sea,2,3,592.5,3,low,M,10,1515,1
0F0C8D4B9FAA,East_Hub,Standard_Sea,4,2,915.0,5,low,F,7,5337,0
9B871512327C,Central_Port,Standard_Sea,4,3,562.5,2,medium,M,31,1588,1
06AF29AC2FF5,West_Hub,Standard_Sea,4,3,963.75,3,low,F,2,5198,1
B573EBF82028,East_Hub,Premium_Air,5,5,731.25,3,low,M,55,2641,1
F1D7FA1B12BF,West_Hub,Premium_Air,6,4,555.0,4,low,F,10,5088,0
29ED487A5AB4,South_Hub,Standard_Sea,7,1,915.0,5,medium,F,3,1418,1
533F4FF07F8D,Central_Port,Standard_Sea,3,1,937.5,4,low,F,8,4028,1
CCA60C814872,Central_Port,Ground_Freight,3,1,1001.25,3,medium,F,8,5415,1
AB254FBD2757,West_Hub,Ground_Freight,4,1,903.75,3,low,M,4,4493,1
D3C74A06E1B5,South_Hub,Standard_Sea,6,3,937.5,2,medium,F,1,4747,0
C7541A72852F,South_Hub,Standard_Sea,4,5,506.25,3,low,F,6,4557,0
377B01B6E33C,West_Hub,Ground_Freight,3,4,975.0,5,low,M,2,4461,0
D4BDA8D4EAB1,West_Hub,Standard_Sea,4,4,858.75,5,low,M,7,1049,1
4A12E183A11F,West_Hub,Standard_Sea,3,2,847.5,3,low,M,11,3708,1
2FAC394011E7,Central_Port,Standard_Sea,3,3,757.5,3,medium,F,8,5486,1
F83911C5DA4F,East_Hub,Premium_Air,3,2,858.75,3,medium,M,9,4491,1
F4EBB37BFC67,North_Hub,Ground_Freight,3,4,926.25,3,low,M,10,5749,1
9B6C13F0D182,Central_Port,Standard_Sea,3,4,817.5,3,low,M,22,3818,1
3641D61CA832,Central_Port,Standard_Sea,4,2,637.5,10,medium,F,4,4696,1
F8EEBB16FAD8,North_Hub,Ground_Freight,5,5,870.0,4,low,M,3,5447,0
77B8F4D1DCA2,West_Hub,Standard_Sea,3,5,851.25,4,low,F,9,4647,0
DA853EFBAADD,North_Hub,Premium_Air,4,3,693.75,10,high,F,7,4818,1
8B87536F8A2B,Central_Port,Premium_Air,6,3,956.25,4,medium,F,8,1805,0
B0CC7072EF8A,Central_Port,Standard_Sea,3,4,607.5,2,medium,F,8,4972,0
7F9A4B41BF30,North_Hub,Standard_Sea,4,5,926.25,5,low,M,9,1499,0
CA0F11CA98DA,North_Hub,Standard_Sea,3,3,798.75,10,medium,M,2,4847,0
97468F679AD3,North_Hub,Standard_Sea,4,3,772.5,3,medium,M,58,2135,1
15E922D2D8A0,South_Hub,Standard_Sea,5,2,495.0,2,medium,M,8,1665,1
0F95DB90112A,West_Hub,Standard_Sea,3,4,753.75,3,low,F,6,5722,1
60FB27B6DF84,West_Hub,Standard_Sea,2,2,513.75,3,low,F,20,1823,1
16740BF13991,Central_Port,Ground_Freight,4,4,922.5,3,medium,M,5,5029,1
C4782924E837,Central_Port,Standard_Sea,5,1,723.75,6,medium,F,4,5964,0
A4CC876B9C67,East_Hub,Standard_Sea,6,3,1027.5,4,low,M,10,1174,0
6F744A3F8EC0,South_Hub,Standard_Sea,3,4,997.5,3,medium,M,9,5908,1
FA014137B3EA,West_Hub,Ground_Freight,4,1,851.25,3,low,M,5,3100,1
8C9A013AB70C,West_Hub,Standard_Sea,3,3,903.75,5,low,M,8,2182,1
9EB06127E27D,North_Hub,Standard_Sea,4,2,1110.0,2,medium,F,2,1233,0
D66CD4CC6E5D,North_Hub,Premium_Air,3,1,577.5,2,low,F,10,5594,1
6719009A7685,Central_Port,Standard_Sea,2,2,742.5,2,low,M,11,3686,1
68F2E33049D2,Central_Port,Standard_Sea,3,4,870.0,2,low,M,10,5678,0
4FB8CC055203,South_Hub,Standard_Sea,4,1,581.25,3,low,F,4,4397,0
88BE096564D6,Central_Port,Ground_Freight,7,5,1110.0,4,low,M,8,1686,1
B906E4061C4A,Central_Port,Standard_Sea,4,2,465.0,2,medium,M,50,1592,1
8A34427D232A,Central_Port,Standard_Sea,4,2,742.5,2,high,M,2,5662,0
9FF847664490,Central_Port,Standard_Sea,3,1,813.75,4,medium,F,1,5761,1
234666D765F4,Central_Port,Standard_Sea,3,2,903.75,3,low,M,22,3030,1
BC57590A33FE,North_Hub,Premium_Air,3,4,982.5,2,low,M,15,3287,1
2851EB1B0839,South_Hub,Standard_Sea,3,5,768.75,4,low,M,2,1648,0
CF1881DF6F16,West_Hub,Premium_Air,2,2,480.0,2,low,M,17,1824,1
6BF76BE895DA,Central_Port,Standard_Sea,6,3,367.5,6,low,M,9,4787,1
9ECEB5452D73,West_Hub,Standard_Sea,5,2,660.0,4,low,M,1,5810,0
6F4DDC5420F6,South_Hub,Standard_Sea,3,2,517.5,2,medium,F,46,1436,1
22A7D620BDD8,Central_Port,Standard_Sea,4,5,686.25,2,low,F,1,4741,0
EC2F62C81490,North_Hub,Standard_Sea,4,3,802.5,2,low,M,57,2078,1
ABBB9233CEE3,East_Hub,Standard_Sea,5,1,971.25,3,high,F,37,3023,1
F9E3EBBFD1B8,West_Hub,Standard_Sea,3,1,870.0,2,low,F,3,4562,1
99C210EC946D,North_Hub,Standard_Sea,3,4,735.0,4,low,F,4,5031,0
A57D4E24594D,North_Hub,Ground_Freight,3,1,885.0,3,medium,F,8,5341,1
9284D61C8C2B,Central_Port,Standard_Sea,2,5,611.25,3,medium,F,37,1079,1
2E5161A1F724,West_Hub,Standard_Sea,5,2,993.75,5,medium,F,5,1864,0
A1BB364AD376,North_Hub,Standard_Sea,4,2,956.25,4,low,F,62,3198,1
1847156F43B8,Central_Port,Ground_Freight,3,1,960.0,3,low,F,5,5643,0
710A141A6043,South_Hub,Premium_Air,3,3,768.75,2,medium,M,6,4989,1
4099ED5BA70A,South_Hub,Standard_Sea,5,1,851.25,3,low,F,14,2589,1
03CA1C3278CF,South_Hub,Standard_Sea,4,5,828.75,5,low,F,5,1608,1
A903182FF468,East_Hub,Standard_Sea,3,5,521.25,2,low,F,7,4449,1
C0C604C908E4,East_Hub,Standard_Sea,7,5,1042.5,4,low,F,5,1126,1
6527AC2E8CA1,North_Hub,Ground_Freight,3,3,918.75,2,low,F,4,4719,1
AF598AE6250C,South_Hub,Premium_Air,5,1,978.75,5,low,F,10,1713,0
5C3DAFC293F7,West_Hub,Premium_Air,4,3,757.5,3,low,M,7,5678,1
69E07BFA6F0A,Central_Port,Ground_Freight,4,1,742.5,4,medium,F,9,5382,0
22B954454CFC,South_Hub,Standard_Sea,3,5,843.75,3,medium,M,8,3813,1
46F9D2281617,North_Hub,Standard_Sea,3,1,667.5,5,low,F,15,1242,1
891034F11FBD,East_Hub,Standard_Sea,3,2,948.75,2,medium,F,2,4567,0
56EFF0923675,North_Hub,Standard_Sea,3,4,783.75,2,low,M,62,2935,1
3C15285C04FF,West_Hub,Standard_Sea,4,5,607.5,2,medium,M,64,1918,1
78E73BB8808E,South_Hub,Standard_Sea,6,1,870.0,6,low,M,4,5877,0
757DB91A8096,Central_Port,Standard_Sea,5,1,780.0,2,low,F,8,5218,0
94742D7FD5E2,Central_Port,Standard_Sea,3,4,708.75,6,low,F,9,4668,1
E2135C76CA78,North_Hub,Ground_Freight,3,1,615.0,2,low,M,2,1104,1
243B8A8B497F,Central_Port,Standard_Sea,4,4,588.75,4,low,M,6,4175,0
5B00A7BB92C1,North_Hub,Ground_Freight,4,3,787.5,3,low,M,3,2742,1
B3773ECBF749,Central_Port,Standard_Sea,5,3,896.25,4,low,M,3,3734,1
0A239761346A,West_Hub,Ground_Freight,4,4,810.0,2,low,F,4,5984,0
1D16BB3354A1,East_Hub,Standard_Sea,5,1,978.75,3,low,M,25,3494,1
E1B580E85D4E,East_Hub,Standard_Sea,3,3,528.75,2,low,M,2,5923,0
4AAF3134CD70,Central_Port,Standard_Sea,5,3,967.5,5,low,F,4,1665,1
FBA075B9D90E,North_Hub,Premium_Air,5,5,873.75,6,medium,F,4,1924,1
835D5E831434,South_Hub,Standard_Sea,3,4,783.75,3,medium,F,60,2240,1
4EF4AB127DF8,South_Hub,Premium_Air,4,2,851.25,10,low,F,10,4619,0
C66C3E0C6020,North_Hub,Premium_Air,5,1,682.5,5,high,F,6,5398,0
1E656185F98E,North_Hub,Standard_Sea,4,3,532.5,6,low,M,6,1459,1
90A2E778E9A1,Central_Port,Standard_Sea,4,3,600.0,2,medium,F,38,1961,1
4E58ABD48761,North_Hub,Standard_Sea,3,3,536.25,3,medium,F,16,1343,1
1AE2F3FE573B,West_Hub,Standard_Sea,3,4,1005.0,2,medium,F,4,1442,1
61DABA955B39,Central_Port,Standard_Sea,3,1,990.0,3,low,F,5,5043,0
8E690B5F7387,Central_Port,Standard_Sea,4,2,543.75,3,medium,F,4,5122,1
75D2CD652645,West_Hub,Ground_Freight,4,2,757.5,3,low,M,8,4575,1
CACBFE2218B2,Central_Port,Standard_Sea,6,1,975.0,4,low,F,6,1766,0
36B581C7DF84,South_Hub,Standard_Sea,5,4,945.0,3,medium,M,2,4162,0
1DCE0FDEB3A5,Central_Port,Standard_Sea,4,3,843.75,2,low,M,2,4520,1
F7F9097CE919,Central_Port,Standard_Sea,4,3,652.5,3,medium,M,2,4069,1
C127FADBC2A2,Central_Port,Premium_Air,4,3,847.5,6,medium,M,10,1174,0
04E729A9C402,North_Hub,Standard_Sea,5,4,937.5,6,low,F,1,4343,0
443935A01997,East_Hub,Standard_Sea,5,3,506.25,3,high,M,4,5858,0
F6A906DB719A,Central_Port,Premium_Air,3,4,622.5,4,low,F,1,5533,1
14B76D13A164,South_Hub,Standard_Sea,3,3,870.0,2,low,M,5,4255,1
6D57A1EE6667,South_Hub,Standard_Sea,5,1,742.5,4,low,F,5,5719,0
4D578FD7ECF8,East_Hub,Standard_Sea,4,3,686.25,2,low,F,32,3709,1
B69313A258E8,Central_Port,Premium_Air,5,2,791.25,3,medium,F,8,4962,0
176C4091A251,Central_Port,Standard_Sea,7,3,1151.25,4,low,F,1,1589,1
B72B9E445E2C,South_Hub,Standard_Sea,4,1,551.25,3,medium,M,32,1666,1
48CE32E8EC77,North_Hub,Standard_Sea,3,3,825.0,7,low,M,25,2141,1
3B4F01EB6C70,Central_Port,Standard_Sea,3,3,1046.25,4,low,M,3,4620,0
34DF2D15EE33,South_Hub,Standard_Sea,4,5,723.75,4,low,M,33,2173,1
03AFA3478417,West_Hub,Standard_Sea,4,3,735.0,3,low,F,10,4194,1
AB2A4711117D,East_Hub,Ground_Freight,6,5,555.0,4,low,M,1,5216,1
0E3642650BC0,North_Hub,Standard_Sea,6,4,1053.75,3,low,F,7,5180,0
F6D626A44626,South_Hub,Premium_Air,5,2,870.0,3,low,M,5,5607,1
0F152670CB49,Central_Port,Standard_Sea,3,5,941.25,2,low,M,4,4015,0
1D89CD7E5441,Central_Port,Ground_Freight,7,1,937.5,4,low,M,9,1890,1
D7CEE86DB1DB,West_Hub,Standard_Sea,4,5,870.0,2,low,M,54,2526,1
D44F637A2008,South_Hub,Ground_Freight,4,5,821.25,5,low,M,2,1260,0
FB0924424CA6,South_Hub,Ground_Freight,5,5,888.75,3,medium,M,5,4285,1
B5BBA040290C,North_Hub,Standard_Sea,3,4,562.5,2,low,M,1,4742,0
ABF6C4227A94,Central_Port,Standard_Sea,5,2,922.5,2,medium,M,13,2652,1
9162DEDF2F66,Central_Port,Standard_Sea,5,4,821.25,5,low,M,5,1388,1
3D1D7BA7EE26,Central_Port,Standard_Sea,4,1,1016.25,4,low,M,9,5853,1
C62C6E689038,Central_Port,Standard_Sea,4,5,768.75,3,medium,F,9,4411,0
900149C65F11,South_Hub,Standard_Sea,5,5,952.5,5,low,M,7,1967,0
DB2C44AE617F,West_Hub,Standard_Sea,5,3,892.5,5,high,M,7,1848,0
9C05D48BBDE0,Central_Port,Standard_Sea,5,2,566.25,4,low,M,12,1145,1
8B1FBEEE2EA2,North_Hub,Standard_Sea,3,5,656.25,2,low,M,59,1051,1
DCDC240C9E0C,Central_Port,Premium_Air,3,3,577.5,4,medium,F,62,1616,1
D2C5EA6C63DA,North_Hub,Standard_Sea,5,1,1008.75,3,low,F,5,5031,0
01D54579DA44,South_Hub,Standard_Sea,4,5,435.0,3,medium,M,54,1314,1
46E3AF8ACBF8,East_Hub,Premium_Air,4,2,896.25,5,low,F,10,1429,0
864995EA35B8,West_Hub,Standard_Sea,4,3,566.25,4,medium,M,13,1583,1
CFC30C6EC023,Central_Port,Standard_Sea,5,1,693.75,2,medium,F,10,5973,1
54ACFADF2C86,North_Hub,Premium_Air,4,1,873.75,2,low,M,7,4403,1
B1ED3965E995,West_Hub,Standard_Sea,3,5,731.25,3,medium,F,9,4224,0
144DC53D5DFF,Central_Port,Standard_Sea,4,2,1020.0,3,high,M,7,5927,0
5F3AA0E28B6A,North_Hub,Ground_Freight,5,3,952.5,5,low,M,10,1501,1
37A6C9CF2DAA,East_Hub,Standard_Sea,7,3,1020.0,4,medium,M,7,1067,1
12B2308CAE07,Central_Port,Ground_Freight,3,2,675.0,2,high,M,10,4024,0
F7D7736A8F77,Central_Port,Standard_Sea,3,5,1061.25,5,low,F,50,2848,1
F8A7ECDFA85F,East_Hub,Standard_Sea,6,3,573.75,6,medium,F,7,4975,1
5AD4FCA71D72,South_Hub,Standard_Sea,5,4,858.75,2,medium,F,44,2419,1
D840689D7A7E,North_Hub,Standard_Sea,6,4,1076.25,4,medium,M,7,1141,1
CA035471109D,West_Hub,Premium_Air,5,5,1016.25,5,low,F,4,1667,0
EAA0689A095D,Central_Port,Standard_Sea,3,1,727.5,4,low,M,64,2026,1
158A323A7BA4,South_Hub,Standard_Sea,3,2,686.25,3,low,F,44,2896,1
B31589BA3E31,Central_Port,Standard_Sea,4,1,885.0,5,medium,M,4,1953,0
EF1956FF4324,East_Hub,Standard_Sea,3,1,821.25,2,medium,F,10,4390,1
C18377CBB0FF,Central_Port,Standard_Sea,6,4,1005.0,4,medium,F,3,1586,0
2CA9F63BB061,East_Hub,Ground_Freight,4,2,1023.75,5,low,F,1,5012,0
2CF01C072DAE,East_Hub,Standard_Sea,3,2,843.75,3,low,M,3,5529,0
FCC0DF4B4CC5,North_Hub,Ground_Freight,4,2,828.75,3,low,M,10,5632,0
F08FD4D892CB,Central_Port,Premium_Air,4,2,693.75,3,low,M,8,4322,1
EE1A7173778D,North_Hub,Ground_Freight,3,5,907.5,3,medium,F,3,2268,1
F7CC0E8B0195,North_Hub,Standard_Sea,5,3,716.25,3,high,F,6,4244,0
1903F120ADC6,South_Hub,Standard_Sea,3,3,495.0,2,medium,F,8,5810,1
29C677866050,West_Hub,Standard_Sea,4,5,1020.0,2,medium,M,9,5055,1
279959931918,North_Hub,Standard_Sea,3,3,1151.25,5,low,F,3,1578,1
982F632C9A22,East_Hub,Premium_Air,4,4,1016.25,3,low,M,3,4152,0
F7C08CBF489B,South_Hub,Premium_Air,3,4,495.0,2,medium,M,12,1493,1
6C0B123EC6A6,North_Hub,Premium_Air,3,5,952.5,3,low,M,6,4703,0
8C004C94EB68,South_Hub,Standard_Sea,4,3,787.5,3,medium,F,6,2568,1
8F7F63FD3B61,West_Hub,Ground_Freight,4,4,615.0,2,low,F,9,1949,1
866CF6CE0C52,North_Hub,Standard_Sea,4,2,686.25,4,low,M,15,3632,1
93617FE8E8B3,North_Hub,Premium_Air,5,4,656.25,4,low,M,4,4505,0
B2D0BF51E62F,West_Hub,Standard_Sea,2,1,821.25,4,low,M,7,5573,1
A8890C345770,Central_Port,Standard_Sea,5,1,963.75,6,low,M,2,1258,1
FB44B1F22339,Central_Port,Standard_Sea,4,4,540.0,3,low,M,6,4137,1
91CF42608863,North_Hub,Standard_Sea,4,4,840.0,2,low,F,8,5754,1
6C80CF1E44D2,South_Hub,Premium_Air,5,3,772.5,2,medium,M,7,4531,1
ABE0CCDC1F64,East_Hub,Premium_Air,2,2,990.0,3,medium,M,1,4518,0
6E28F139664A,East_Hub,Standard_Sea,3,3,975.0,2,low,M,7,5738,0
72A191767399,North_Hub,Standard_Sea,3,5,693.75,2,medium,M,27,3624,1
112A779FAA0D,North_Hub,Standard_Sea,3,1,907.5,8,medium,M,4,4943,0
3E4B5A4D1837,North_Hub,Premium_Air,5,5,1020.0,2,low,M,1,4883,1
E1FC519D56A8,Central_Port,Standard_Sea,3,2,615.0,4,medium,F,10,4560,1
B2D3F6F51E43,East_Hub,Standard_Sea,5,3,911.25,5,low,F,9,1312,1
F99C5D347AFE,Central_Port,Standard_Sea,3,2,633.75,2,low,M,6,4033,0
7E62CE154998,East_Hub,Standard_Sea,4,2,1031.25,3,medium,M,26,2449,1
B0EFC797EA75,East_Hub,Standard_Sea,4,5,600.0,6,low,F,4,4684,1
0D2625CC8C95,North_Hub,Premium_Air,5,2,975.0,3,low,F,22,2935,1
97623535A9ED,East_Hub,Standard_Sea,3,4,502.5,2,medium,M,43,1198,1
B43EC56948FB,North_Hub,Premium_Air,5,2,1031.25,4,medium,F,10,1141,1
4F95C3CF2C7C,North_Hub,Standard_Sea,3,2,551.25,4,low,M,13,1657,1
04786952027E,North_Hub,Standard_Sea,6,4,1072.5,4,medium,F,1,1570,0
CD9AAE5B86DC,West_Hub,Premium_Air,5,4,907.5,5,medium,F,2,1717,1
BD84D98E1BD8,East_Hub,Ground_Freight,6,4,1102.5,4,medium,M,5,1174,0
07DF47F48572,Central_Port,Standard_Sea,3,4,416.25,5,medium,F,1,4102,0
D66164B0A45F,West_Hub,Ground_Freight,3,4,795.0,3,low,M,6,5935,1
42E030263323,South_Hub,Standard_Sea,4,3,941.25,3,medium,M,5,4206,0
163504BF95FC,North_Hub,Standard_Sea,6,1,870.0,5,high,M,10,4345,0
27BB63ED6F71,North_Hub,Standard_Sea,4,5,948.75,7,medium,F,11,3825,1
4D0394D43C5C,South_Hub,Standard_Sea,3,1,896.25,2,medium,F,2,5757,1
F406F0ABAB94,Central_Port,Standard_Sea,5,5,993.75,5,medium,M,1,1568,0
71AF38D89C9D,Central_Port,Standard_Sea,5,3,907.5,5,low,F,6,1681,0
0C0AD5934BA8,East_Hub,Ground_Freight,3,4,982.5,3,low,M,7,2424,1
8A1FBAF0F871,West_Hub,Standard_Sea,5,1,1008.75,6,medium,F,8,1341,0
2A1D1388F992,North_Hub,Premium_Air,5,1,1027.5,3,medium,M,58,2098,1
4A3F2D2051D9,West_Hub,Ground_Freight,6,4,1143.75,4,low,F,1,1384,0
0C5791CEA66C,Central_Port,Standard_Sea,4,2,603.75,3,low,F,8,4382,0
AC2151D8AA26,East_Hub,Standard_Sea,4,2,630.0,2,medium,M,1,5154,0
528B0F3DA89F,West_Hub,Standard_Sea,4,1,675.0,3,low,F,1,5677,0
429DF0DC0201,East_Hub,Standard_Sea,4,4,821.25,2,medium,M,7,4604,0
CB46CF928F85,North_Hub,Ground_Freight,4,4,690.0,3,high,F,27,3967,1
C09582DCF542,Central_Port,Premium_Air,5,3,892.5,5,low,M,1,1871,1
B3C5C183D11F,East_Hub,Premium_Air,7,3,1151.25,4,low,M,1,1793,1
1EE4E10C0C7E,East_Hub,Standard_Sea,2,1,675.0,2,medium,F,31,1078,1
A994696540BE,North_Hub,Standard_Sea,6,4,993.75,4,low,F,9,1511,0
38F13BA4550B,West_Hub,Standard_Sea,3,3,1001.25,2,low,M,18,2435,1
97F2F9FE286A,East_Hub,Standard_Sea,5,5,941.25,5,medium,F,10,1683,0
6F38C72AD9C5,Central_Port,Premium_Air,3,4,836.25,10,low,F,9,4337,0
8B88DEBF6D35,West_Hub,Standard_Sea,2,5,1012.5,6,medium,F,1,5675,0
BFE538504299,Central_Port,Standard_Sea,4,3,588.75,3,medium,M,9,4990,0
A2A4F4149655,North_Hub,Standard_Sea,5,1,645.0,2,low,F,9,1723,0
59B524F8DE03,North_Hub,Standard_Sea,3,2,648.75,3,low,F,15,1992,1
4B7385013E6F,Central_Port,Standard_Sea,5,4,1027.5,5,low,M,6,1969,0
12BD7E20D38F,East_Hub,Standard_Sea,4,5,536.25,3,medium,M,2,5286,1
1BC3201A9F24,Central_Port,Standard_Sea,4,3,896.25,3,low,F,28,2741,1
2E2195595695,Central_Port,Premium_Air,4,1,802.5,5,medium,F,6,4573,1
3EAC69E760D9,North_Hub,Standard_Sea,5,1,813.75,2,medium,M,6,5518,0
6EF6A4C45EBE,Central_Port,Standard_Sea,4,3,997.5,2,medium,M,6,4286,1
C2C2DC174FA9,North_Hub,Premium_Air,4,5,1023.75,5,low,M,2,1441,0
72D1B5DA6EEA,West_Hub,Standard_Sea,4,5,990.0,3,medium,M,57,3753,1
C49B0DECE16C,West_Hub,Standard_Sea,4,2,1016.25,3,medium,M,50,3448,1
45D823D25B09,Central_Port,Standard_Sea,3,3,645.0,6,medium,F,5,5366,1
A69B8B1151FD,Central_Port,Premium_Air,4,4,907.5,2,medium,M,6,5866,0
833657E26B12,West_Hub,Ground_Freight,4,4,547.5,2,medium,F,5,4356,0
74AC6B844CAE,East_Hub,Standard_Sea,5,1,900.0,5,low,M,2,1400,1
C3574B9DB63B,North_Hub,Ground_Freight,5,3,761.25,2,medium,M,4,4311,1
56A70082D635,South_Hub,Standard_Sea,6,5,1083.75,4,low,M,5,1600,1
CC56038328FF,East_Hub,Standard_Sea,4,1,802.5,2,low,F,10,4447,0
454F6D6B53D3,Central_Port,Standard_Sea,4,2,888.75,2,low,F,1,5261,0
CB75A48046C2,South_Hub,Standard_Sea,4,5,708.75,2,medium,M,6,5439,1
F72EC490C516,East_Hub,Standard_Sea,5,1,727.5,3,medium,F,32,3003,1
74E595547095,Central_Port,Standard_Sea,4,3,540.0,2,low,F,5,4882,0
E79C3AF8203F,South_Hub,Standard_Sea,6,2,975.0,5,low,F,9,1667,1
4739EE3BD29E,West_Hub,Standard_Sea,4,1,678.75,4,low,F,46,2399,1
F3FC4FC7AE34,Central_Port,Premium_Air,4,2,693.75,3,low,M,27,3410,1
A9FAD95023E2,Central_Port,Standard_Sea,4,2,791.25,2,low,F,9,5883,1
70C766CB85E3,South_Hub,Standard_Sea,4,4,735.0,3,low,F,11,3244,1
B6316AA9A0BF,Central_Port,Premium_Air,4,4,828.75,4,medium,M,14,2932,1
41214F55C1E8,North_Hub,Ground_Freight,3,1,596.25,2,medium,F,44,1806,1
7C5FAB57F8C1,South_Hub,Standard_Sea,6,3,821.25,5,low,M,9,1483,1
B1B9CBE9A6CF,East_Hub,Premium_Air,6,2,1016.25,4,medium,M,3,1636,0
A0FFF30C920A,South_Hub,Standard_Sea,5,2,720.0,3,high,F,7,5695,1
A5DAE85D4D86,West_Hub,Standard_Sea,7,2,1125.0,4,medium,F,10,1179,0
12132CD6767E,East_Hub,Standard_Sea,2,1,933.75,3,low,M,11,2534,1
